1 0.506992 
1 0.549045 
1 0.841999 
1 0.810829 
1 0.591198 
1 0.538788 
1 0.887909 
1 0.774392 
1 0.722496 
1 0.814882 
1 0.631698 
1 0.564929 
1 0.730885 
1 0.605414 
1 0.595037 
1 0.638893 
1 0.691957 
1 0.885077 
1 0.663890 
1 0.547586 
1 0.503694 
1 0.672271 
1 0.895022 
1 0.602153 
1 0.851378 
1 0.712646 
1 0.803026 
1 0.771278 
1 0.820353 
1 0.558687 
1 0.545821 
1 0.603256 
1 0.587159 
1 0.533214 
1 0.844203 
1 0.540010 
1 0.880641 
1 0.607276 
1 0.835618 
1 0.598556 
1 0.609789 
1 0.625223 
1 0.678149 
1 0.741882 
1 0.717130 
1 0.553203 
1 0.570663 
1 0.553206 
1 0.689979 
1 0.823124 
1 0.610958 
1 0.749136 
1 0.681460 
1 0.606524 
1 0.647964 
1 0.540221 
1 0.726932 
1 0.760222 
1 0.838916 
1 0.597969 
1 0.510575 
1 0.758360 
1 0.839484 
1 0.659125 
1 0.872253 
1 0.605563 
1 0.612904 
1 0.771667 
1 0.692409 
1 0.824606 
1 0.874195 
1 0.517439 
1 0.577882 
1 0.602190 
1 0.666236 
1 0.695045 
1 0.772146 
1 0.643323 
1 0.583903 
1 0.645827 
1 0.872718 
1 0.741929 
1 0.653444 
1 0.875331 
1 0.890063 
1 0.885590 
1 0.603182 
1 0.649432 
1 0.709709 
1 0.613932 
1 0.616870 
1 0.725411 
1 0.571482 
1 0.826852 
1 0.598205 
1 0.595002 
1 0.609435 
1 0.830014 
1 0.821314 
1 0.799374 
1 0.853199 
1 0.869169 
1 0.851536 
1 0.642690 
1 0.694714 
1 0.626958 
1 0.571912 
1 0.533648 
1 0.600251 
1 0.754657 
1 0.652001 
1 0.834233 
1 0.856575 
1 0.825950 
1 0.779285 
1 0.843438 
1 0.717034 
1 0.808523 
1 0.733207 
1 0.880294 
1 0.809408 
1 0.810661 
1 0.615071 
1 0.676388 
1 0.862469 
1 0.630992 
1 0.677847 
1 0.691811 
1 0.794092 
1 0.506027 
1 0.528255 
1 0.779064 
1 0.635449 
1 0.895861 
1 0.527282 
1 0.821929 
1 0.754742 
1 0.880131 
1 0.597587 
1 0.572445 
1 0.614652 
1 0.827844 
1 0.601041 
1 0.732469 
1 0.814459 
1 0.741083 
1 0.897640 
1 0.658712 
1 0.615615 
1 0.619310 
1 0.725519 
1 0.543598 
1 0.603084 
1 0.631475 
1 0.623905 
1 0.598839 
1 0.550985 
1 0.514027 
1 0.747858 
1 0.795883 
1 0.545812 
1 0.765983 
1 0.527416 
1 0.838192 
1 0.564109 
1 0.804079 
1 0.601127 
1 0.635396 
1 0.849216 
1 0.803393 
1 0.524568 
1 0.826619 
1 0.734457 
1 0.623957 
1 0.547605 
1 0.784740 
1 0.620255 
1 0.639692 
1 0.593321 
1 0.779397 
1 0.783010 
1 0.736604 
1 0.876643 
1 0.563018 
1 0.797110 
1 0.541381 
1 0.823853 
1 0.741046 
1 0.756178 
1 0.540817 
1 0.839707 
1 0.646928 
1 0.722901 
1 0.807947 
1 0.680777 
1 0.559124 
1 0.609099 
1 0.561349 
1 0.822603 
1 0.720037 
1 0.633316 
1 0.528175 
1 0.519252 
1 0.678748 
1 0.531097 
1 0.808764 
1 0.598427 
1 0.572479 
1 0.715378 
1 0.853857 
1 0.801647 
1 0.864130 
1 0.575968 
1 0.542523 
1 0.751926 
1 0.883013 
1 0.778220 
1 0.854370 
1 0.533667 
1 0.836515 
1 0.510202 
1 0.789739 
1 0.611513 
1 0.878798 
1 0.749233 
1 0.689954 
1 0.756189 
1 0.858255 
1 0.635043 
1 0.506853 
1 0.501801 
